MenuItemName,MenuItemDescription,PLU,MenuItemId,RecipeId
Six/ChBBBQ                  ,Chickn Bcn BBQ 6 inch                     ,121000043,384,404
fBd/ChBBBQ                  ,Chickn Bcn BBQ FlatBd                     ,122000043,385,405
Sld/ChBBBQ                  ,Chickn Bcn BBQ Salad                      ,131000043,386,406
FtL/CknBLT                  ,Chicken B.L.T.  FtLong                    ,111000162,387,407
FfB/CknBLT                  ,Chicken B.L.T.  FtFbd                     ,112000162,388,408
Six/CknBLT                  ,Chicken B.L.T.  6 inch                    ,121000162,389,409
fBd/CknBLT                  ,Chicken B.L.T.  FlatBd                    ,122000162,390,410
Sld/CknBLT                  ,Chicken B.L.T.  Salad                     ,131000162,391,411
FtL/CkCsSr                  ,Chicken Caesar Strips FtLong              ,111000151,392,412
FfB/CkCsSr                  ,Chicken Caesar Strips FtFbd               ,112000151,393,413
Six/CkCsSr                  ,Chicken Caesar Strips 6 inch              ,121000151,394,414
fBd/CkCsSr                  ,Chicken Caesar Strips FlatBd              ,122000151,395,415
Sld/CkCsSr                  ,Chicken Caesar Strips Salad               ,131000151,396,416
FtL/CkCsPt                  ,Chicken Caesar Patty FtLong               ,111000163,397,417
FfB/CkCsPt                  ,Chicken Caesar Patty FtFbd                ,112000163,398,418
Six/CkCsPt                  ,Chicken Caesar Patty 6 inch               ,121000163,399,419
fBd/CkCsPt                  ,Chicken Caesar Patty FlatBd               ,122000163,400,420
Sld/CkCsPt                  ,Chicken Caesar Patty Salad                ,131000163,401,421
FtL/ChCBPt                  ,Chicken Cordon Bleu Pty FtLong            ,111000164,402,422
FfB/ChCBPt                  ,Chicken Cordon Bleu Pty FtFbd             ,112000164,403,423
Six/ChCBPt                  ,Chicken Cordon Bleu Pty 6 inch            ,121000164,404,424
fBd/ChCBPt                  ,Chicken Cordon Bleu Pty FlatBd            ,122000164,405,425
Sld/ChCBPt                  ,Chicken Cordon Bleu Pty Salad             ,131000164,406,426
FtL/CkPizP                  ,Chicken Pizziola Patty FtLong             ,111000166,407,427
FfB/CkPizP                  ,Chicken Pizziola Patty FtFbd              ,112000166,408,428
Six/CkPizP                  ,Chicken Pizziola Patty 6 inch             ,121000166,409,429
fBd/CkPizP                  ,Chicken Pizziola Patty FlatBd             ,122000166,410,430
Sld/CkPizP                  ,Chicken Pizziola Patty Salad              ,131000166,411,431
FtL/PulPB8                  ,Pulled Pork 8oz FtLong                    ,111000168,412,432
FfB/PulPB8                  ,Pulled Pork 8oz FtFbd                     ,112000168,413,433
Six/PulPB8                  ,Pulled Pork 8oz 6 inch                    ,121000168,414,434
fBd/PulPB8                  ,Pulled Pork 8oz FlatBd                    ,122000168,415,435
Sld/PulPB8                  ,Pulled Pork 8oz Salad                     ,131000168,416,436
FtL/Bolona                  ,Bologna FtLong                            ,111000160,417,437
FfB/Bolona                  ,Bologna FtFbd                             ,112000160,418,438
Six/Bolona                  ,Bologna 6 inch                            ,121000160,419,439
fBd/Bolona                  ,Bologna FlatBd                            ,122000160,420,440
Sld/Bolona                  ,Bologna Salad                             ,131000160,421,441
BxL/Bolona                  ,Bologna BoxLn                             ,186000160,422,442
FtL/BBQMtb                  ,BBQ Meatballs FtLong                      ,111000158,423,443
FfB/BBQMtb                  ,BBQ Meatballs FtFbd                       ,112000158,424,444
Six/BBQMtb                  ,BBQ Meatballs 6 inch                      ,121000158,425,445
fBd/BBQMtb                  ,BBQ Meatballs FlatBd                      ,122000158,426,446
Sld/BBQMtb                  ,BBQ Meatballs Salad                       ,131000158,427,447
FtL/BQCStr                  ,BBQ Chicken Strips FtLong                 ,111000093,428,448
FfB/BQCStr                  ,BBQ Chicken Strips FtFbd                  ,112000093,429,449
Six/BQCStr                  ,BBQ Chicken Strips 6 inch                 ,121000093,430,450
fBd/BQCStr                  ,BBQ Chicken Strips FlatBd                 ,122000093,431,451
Sld/BQCStr                  ,BBQ Chicken Strips Salad                  ,131000093,432,452
FtL/TkyBLT                  ,Turkey B.L.T. FtLong                      ,111000153,433,453
FfB/TkyBLT                  ,Turkey B.L.T. FtFbd                       ,112000153,434,454
Six/TkyBLT                  ,Turkey B.L.T. 6 inch                      ,121000153,435,455
fBd/TkyBLT                  ,Turkey B.L.T. FlatBd                      ,122000153,436,456
Sld/TkyBLT                  ,Turkey B.L.T. Salad                       ,131000153,437,457
adF/Avocad                  ,Avocado AddFt                             ,174000062,438,458
adF/Pproni                  ,Pepperoni AddFt                           ,174000040,439,459
Soup12Soup                  ,12oz Soup                                 ,331000119,440,460
PstrCinRol                  ,Cinnamon Roll                             ,342000106,441,461
PstrAppPie                  ,Apple Pie                                 ,342000107,442,463
OmltEggChL                  ,Egg & Cheese (Liquid) Omelet              ,166000182,443,474
FbK/BcEggL                  ,Bacon Egg & Cheese (Liq) Ftbk             ,113000180,444,484
Bkf/BcEggL                  ,Bacon Egg & Cheese (Liq) FtbkFb           ,114000180,445,485
6Bk/BcEggL                  ,Bacon Egg & Cheese (Liq) SixBkf           ,123000180,446,486
6Bf/BcEggL                  ,Bacon Egg & Cheese (Liq) 6BkfFb           ,124000180,447,487
Mlt/BcEggL                  ,Bacon Egg & Cheese (Liq) EngMf            ,141000180,448,488
BgM/BcEggL                  ,Bacon Egg & Cheese (Liq) BglMlt           ,164000180,449,489
BsM/BcEggL                  ,Bacon Egg & Cheese (Liq) BscMlt           ,164200180,450,490
3Bf/BcEggL                  ,Bacon Egg & Cheese (Liq) 3BkfFb           ,194000180,451,491
CrM/BcEggL                  ,Bacon Egg & Cheese (Liq) CrsMlt           ,164100180,452,492
Soup8Soup                   ,8oz Soup                                  ,331000117,453,563
OmltFrhTst                  ,French Toast                              ,166000188,454,573
adF/Cheese                  ,Cheese AddFt                              ,174000037,455,584
ad6/Cheese                  ,Cheese Add6in                             ,175000037,456,585
adM/Cheese                  ,Cheese AddMlt                             ,176000037,457,586
#NOM?,Ham Portn                                 ,173000004,458,587
#NOM?,Roast Beef Portn                          ,173000014,459,588
#NOM?,Turkey Portn                              ,173000012,460,589
#NOM?,Salami Portn                              ,173000038,461,590
#NOM?,Pepperoni Portn                           ,173000040,462,591
#NOM?,Tuna Portn                                ,173000006,463,592
#NOM?,Meatball Portn                            ,173000003,464,593
FtL/BigChs                  ,Big Cheesy FtLong                         ,111000189,465,468
FfB/BigChs                  ,Big Cheesy FtFbd                          ,112000189,466,469
Six/BigChs                  ,Big Cheesy 6 inch                         ,121000189,467,470
fBd/BigChs                  ,Big Cheesy FlatBd                         ,122000189,468,471
Sld/BigChs                  ,Big Cheesy Salad                          ,131000189,469,472
BxL/BigChs                  ,Big Cheesy BoxLn                          ,186000189,470,473
FbK/EggChL                  ,Egg & Cheese (Liquid) Ftbk                ,113000182,471,475
Bkf/EggChL                  ,Egg & Cheese (Liquid) FtbkFb              ,114000182,472,476
6Bk/EggChL                  ,Egg & Cheese (Liquid) SixBkf              ,123000182,473,477
6Bf/EggChL                  ,Egg & Cheese (Liquid) 6BkfFb              ,124000182,474,478
Mlt/EggChL                  ,Egg & Cheese (Liquid) EngMf               ,141000182,475,479
BgM/EggChL                  ,Egg & Cheese (Liquid) BglMlt              ,164000182,476,480
CrM/EggChL                  ,Egg & Cheese (Liquid) CrsMlt              ,164100182,477,481
BsM/EggChL                  ,Egg & Cheese (Liquid) BscMlt              ,164200182,478,482
3Bf/EggChL                  ,Egg & Cheese (Liquid) 3BkfFb              ,194000182,479,483
FbK/BcEggL                  ,Bacon Egg & Cheese (Liq) Ftbk             ,113000180,480,493
Bkf/BcEggL                  ,Bacon Egg & Cheese (Liq) FtbkFb           ,114000180,481,494
6Bk/BcEggL                  ,Bacon Egg & Cheese (Liq) SixBkf           ,123000180,482,495
6Bf/BcEggL                  ,Bacon Egg & Cheese (Liq) 6BkfFb           ,124000180,483,496
Mlt/BcEggL                  ,Bacon Egg & Cheese (Liq) EngMf            ,141000180,484,497
BgM/BcEggL                  ,Bacon Egg & Cheese (Liq) BglMlt           ,164000180,485,498
CrM/BcEggL                  ,Bacon Egg & Cheese (Liq) CrsMlt           ,164100180,486,499
BsM/BcEggL                  ,Bacon Egg & Cheese (Liq) BscMlt           ,164200180,487,500
3Bf/BcEggL                  ,Bacon Egg & Cheese (Liq) 3BkfFb           ,194000180,488,501
FbK/HmEggL                  ,Ham & Egg (Liquid) Ftbk                   ,113000183,489,502
Bkf/HmEggL                  ,Ham & Egg (Liquid) FtbkFb                 ,114000183,490,503
6Bk/HmEggL                  ,Ham & Egg (Liquid) SixBkf                 ,123000183,491,504
6Bf/HmEggL                  ,Ham & Egg (Liquid) 6BkfFb                 ,124000183,492,505
Mlt/HmEggL                  ,Ham & Egg (Liquid) EngMf                  ,141000183,493,506
BgM/HmEggL                  ,Ham & Egg (Liquid) BglMlt                 ,164000183,494,507
CrM/HmEggL                  ,Ham & Egg (Liquid) CrsMlt                 ,164100183,495,508
BsM/HmEggL                  ,Ham & Egg (Liquid) BscMlt                 ,164200183,496,509
3Bf/HmEggL                  ,Ham & Egg (Liquid) 3BkfFb                 ,194000183,497,510
FbK/SkEggL                  ,"Stk, Egg & Chs (Liquid) Ftbk              ",113000181,498,511
Bkf/SkEggL                  ,"Stk, Egg & Chs (Liquid) FtbkFb            ",114000181,499,512
6Bk/SkEggL                  ,"Stk, Egg & Chs (Liquid) SixBkf            ",123000181,500,513
6Bf/SkEggL                  ,"Stk, Egg & Chs (Liquid) 6BkfFb            ",124000181,501,514
Mlt/SkEggL                  ,"Stk, Egg & Chs (Liquid) EngMf             ",141000181,502,515
BgM/SkEggL                  ,"Stk, Egg & Chs (Liquid) BglMlt            ",164000181,503,516
